titulo,preco,quartos,suites,metragem,vagas,link
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",320000,2,,66,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1162081
"CSB 10, TAGUATINGA SUL, TAGUATINGA",680000,3,1,93,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1283887
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",370000,2,1,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1410526
"C 05 Lote 06, TAGUATINGA CENTRO, TAGUATINGA",320000,3,,70,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-c-05-lote-06-1238612
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",345000,2,1,56,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1157134
"QNL 13 Bloco C, TAGUATINGA NORTE, TAGUATINGA",289000,3,,84,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-bloco-c-1419926
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",495000,2,1,61,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1381071
"CSB 10, TAGUATINGA SUL, TAGUATINGA",630000,4,2,89,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1404813
"EQSD 1/13, TAGUATINGA SUL, TAGUATINGA",700000,3,2,94,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-eqsd-1-13-1306714
"CSG 3, TAGUATINGA SUL, TAGUATINGA",485000,1,1,68,2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1419920
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",700000,3,3,84,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-19-1357358
"CNB 05 Lote 03, TAGUATINGA NORTE, TAGUATINGA",320000,3,,78,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-05-lote-03-1419929
"CSG 11, TAGUATINGA SUL, TAGUATINGA",470000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-11-1346815
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",547000,2,,90,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1366481
"EQSD 1/13, TAGUATINGA SUL, TAGUATINGA",320000,1,1,32,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-eqsd-1-13-1416483
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",399000,3,1,64,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1382743
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",590000,2,1,103,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1163139
"CSB 6, TAGUATINGA SUL, TAGUATINGA",498000,3,,76,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1316218
"QNL 8, TAGUATINGA NORTE, TAGUATINGA",275000,2,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-1373172
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",528000,2,2,60,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1382060
"QNL 19, TAGUATINGA NORTE, TAGUATINGA",370000,3,,92,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-19-1401157
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",397000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1411205
"CSA 03 Lote 16, TAGUATINGA SUL, TAGUATINGA",344999,3,,61,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-16-1408848
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",463500,2,2,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1403349
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",180000,2,,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1407635
"CSB 10, TAGUATINGA SUL, TAGUATINGA",577000,3,1,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1292179
"QNL 1 Bloco B, TAGUATINGA NORTE, TAGUATINGA",265000,2,,74,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-bloco-b-1412601
"CSB 8, TAGUATINGA SUL, TAGUATINGA",240000,2,,59,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1403524
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",400000,2,1,54,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1404312
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",470000,2,1,59,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1267891
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",250000,1,,38,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1220164
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",370000,2,,72,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1415514
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",330000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1414288
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",320000,2,1,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1360593
"QNJ 36, TAGUATINGA NORTE, TAGUATINGA",269999,2,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnj-36-1377708
"CNB 12 Lote 07, TAGUATINGA NORTE, TAGUATINGA",210000,1,,38,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-12-lote-07-1403223
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",295000,3,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1401304
"CSB 3, TAGUATINGA SUL, TAGUATINGA",380000,3,,102,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1407883
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",447000,2,1,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1047339
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",355000,2,1,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1361386
"CSB 10, TAGUATINGA SUL, TAGUATINGA",520000,3,1,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1341529
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",375000,3,,75,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-1-713607
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",480000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1142097
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",306000,2,1,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1406499
"CNB 12 Lote 07, TAGUATINGA NORTE, TAGUATINGA",270000,2,,51,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-lote-07-1415590
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",355000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1412975
"EQNM 34/36, TAGUATINGA NORTE, TAGUATINGA",260000,3,,100,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-eqnm-34-36-1232815
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",310000,3,,90,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1419915
"Quadra C 6, TAGUATINGA CENTRO, TAGUATINGA",370000,1,,40,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-quadra-c-6-1415605
"CSB 7, TAGUATINGA SUL, TAGUATINGA",720000,3,1,97,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1287714
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",345000,3,,59,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1347961
"C 07 Lote 08, TAGUATINGA CENTRO, TAGUATINGA",250000,2,,59,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-07-lote-08-1228737
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",330000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1411578
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",429000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1327899
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",160000,2,1,54,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1414177
"CSB 5, TAGUATINGA SUL, TAGUATINGA",398000,2,,70,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1275977
"CSA 1, TAGUATINGA SUL, TAGUATINGA",350000,1,,40,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csa-1-1403739
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",599000,3,1,85,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1375238
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",310000,2,1,51,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1347989
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",599000,2,1,82,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1365559
"QNL 13 Conjunto E, TAGUATINGA NORTE, TAGUATINGA",325000,3,1,70,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-conjunto-e-1411272
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",335000,3,1,71,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-485924
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",435000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1416226
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",530000,2,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1238829
"CSA 03 Lote 19, TAGUATINGA SUL, TAGUATINGA",250000,2,,75,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-19-1099078
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",320000,3,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1399963
"QNL 19 Bloco D, TAGUATINGA NORTE, TAGUATINGA",240000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-19-bloco-d-1407892
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",539000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1350052
"QI 11, SETOR INDUSTRIAL, TAGUATINGA",389900,2,1,56,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-11-1319825
"QNL 4 Bloco D, TAGUATINGA NORTE, TAGUATINGA",270000,2,,63,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-4-bloco-d-1369476
"QNL 7 Bloco D, TAGUATINGA NORTE, TAGUATINGA",329000,2,,74,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-7-bloco-d-1195549
"CSB 2, TAGUATINGA SUL, TAGUATINGA",269000,2,,72,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-2-1352632
"CSB 7, TAGUATINGA SUL, TAGUATINGA",679000,3,1,97,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1128190
"CSB 10, TAGUATINGA SUL, TAGUATINGA",485000,2,1,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1372449
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",395000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1351634
"CNB 13, TAGUATINGA NORTE, TAGUATINGA",219990,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-1407117
"QSE 4, TAGUATINGA SUL, TAGUATINGA",225000,1,,38,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-4-1385163
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",320000,3,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-4-1273885
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",550000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-74480
"CSA 3, TAGUATINGA SUL, TAGUATINGA",310000,2,,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-1296701
"CNB 05 Lote 12, TAGUATINGA NORTE, TAGUATINGA",310000,2,,64,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-05-lote-12-1383056
"SMT Conjunto 1, TAGUATINGA SUL, TAGUATINGA",199000,2,,70,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-smt-conjunto-1-1357560
"CSG 3, TAGUATINGA SUL, TAGUATINGA",365000,1,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1307536
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",320000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1384296
"QNL 6, TAGUATINGA NORTE, TAGUATINGA",250000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-1366159
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",529000,3,1,65,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1047338
"QNL 2, TAGUATINGA NORTE, TAGUATINGA",329900,3,,74,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-2-1406141
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",490000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1357934
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",459000,3,1,64,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1404075
"CSG 3, TAGUATINGA SUL, TAGUATINGA",420000,1,1,46,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1418817
"CSG 3, TAGUATINGA SUL, TAGUATINGA",399000,1,1,51,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1401889
"QNL 7 Bloco B, TAGUATINGA NORTE, TAGUATINGA",285000,3,,56,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-7-bloco-b-1351478
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",370000,3,,72,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1316217
"CSA 03 Lote 06, TAGUATINGA SUL, TAGUATINGA",300000,2,,53,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-06-1345367
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",414000,2,1,56,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1409575
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",395000,3,1,67,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1409136
"QNL 9, TAGUATINGA NORTE, TAGUATINGA",270000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-1328400
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",525000,3,1,73,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1403031
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",420000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1407078
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",495000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1411916
"CNB 13, TAGUATINGA NORTE, TAGUATINGA",300000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-1366073
"CSG 3, TAGUATINGA SUL, TAGUATINGA",385000,1,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1377613
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",335000,2,1,89,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1371630
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",365000,2,1,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1374148
"CSB 5, TAGUATINGA SUL, TAGUATINGA",398000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1286731
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450000,3,1,67,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1419587
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",260000,2,1,70,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1405468
"CSB 10, TAGUATINGA SUL, TAGUATINGA",490000,2,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1374854
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",190000,2,,47,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1326835
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",314999,2,,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1419885
"CSG 3, TAGUATINGA SUL, TAGUATINGA",320000,1,,57,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1337284
"QNL 8 Bloco D, TAGUATINGA NORTE, TAGUATINGA",270000,2,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-bloco-d-1360803
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",588999,3,1,83,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1370634
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",495828,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1373664
"CSG 13, TAGUATINGA SUL, TAGUATINGA",199000,1,1,35,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-13-996420
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",250000,2,,65,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-12-1401638
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",290000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1365264
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",370000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1343261
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",260000,2,1,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1317671
"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",290000,2,,62,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-2-1368780
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",324000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1318417
"CNB 14 Lote 03, TAGUATINGA NORTE, TAGUATINGA",280000,3,,57,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-03-1401613
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",435000,3,1,93,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnb-5-1413186
"CSB 3, TAGUATINGA SUL, TAGUATINGA",490000,2,1,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1354255
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",349000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1410300
"CNB 13 Lote 05, TAGUATINGA NORTE, TAGUATINGA",290000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-lote-05-1417264
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",310000,2,1,58,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1317170
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",314900,2,,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1346216
"CSG 3, TAGUATINGA SUL, TAGUATINGA",799000,1,1,97,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1171359
"QNH 11, TAGUATINGA NORTE, TAGUATINGA",320000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-11-1414019
"QNJ 58 Bloco A, TAGUATINGA NORTE, TAGUATINGA",296000,3,,57,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnj-58-bloco-a-1418848
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",305000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1405021
"CSG 3, TAGUATINGA SUL, TAGUATINGA",631000,2,,68,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1282520
"EQNL 13/15 Área Especial S/N, TAGUATINGA NORTE, TAGUATINGA",295000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-eqnl-13-15-area-especial-s-n-1417932
"CSB 3, TAGUATINGA SUL, TAGUATINGA",470000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1420450
