titulo,preco,quartos,suites,metragem,vagas,link,subtitulo
"C 07 Lote 08, TAGUATINGA CENTRO, TAGUATINGA",240.000,2 Quartos,,67 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-07-lote-08-1419567,APARTAMENTO À VENDA COM 2 QUARTOS NO EDIFÍCIO PATRÍCIA - TAGUATINGA CENTRO DF
"CSB 02 Lote 08, TAGUATINGA SUL, TAGUATINGA",290.000,2 Quartos,,74 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-02-lote-08-1383095,EDIFÍCIO BETA II - APARTAMENTO - 2 QUARTOS - 74 M - TAGUATINGA SUL
"CSB 5, TAGUATINGA SUL, TAGUATINGA",680.000,4 Quartos,1 Suíte,136 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1342626,APARTAMENTO 4 QUARTOS - RESIDENCIAL CÁRMENES - TAGUATINGA SUL
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",469.000,2 Quartos,1 Suíte,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1419925,
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",185.000,1 Quarto,,22 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-setor-hoteleiro-1377253,"APART HOTEL DE 1 QUARTO, VISTA LIVRE E NASCENTE - COMFORT HOTEL, TAGUATINGA/DF"
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",399.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-963046,APARTAMENTO PARA VENDA COM 3 QUARTOS E COM 65M² NO CONDOMÍNIO ALTOS DE TAGUATINGA II EM TAGUATINGA N
"QNL 1 Bloco C, TAGUATINGA NORTE, TAGUATINGA",280.000,3 Quartos,,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-bloco-c-1282066,EXCELENTE LOCALIZAÇÃO E PRECO IMBATÍVEL
"CSG 3, TAGUATINGA SUL, TAGUATINGA",350.000,1 Quarto,,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1363745,RARIDADE EM TAGUATINGA SUL - APARTAMENTO GARDEN TÉRREO NO RESIDENCIAL TAGUALIFE
"CSB 04 Lote 06, TAGUATINGA SUL, TAGUATINGA",270.000,3 Quartos,1 Suíte,60 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-04-lote-06-1161805,EDIFÍCIO NEW RESIDENCE - APARTAMENTO COM 3 QUARTOS SENDO 1 SUÍTE - ACEITA FINANCIAMENTO
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",587.900,3 Quartos,2 Suítes,83 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1339365,"APARTAMENTO COM 3 QUARTOS 83M2º, 2 SUÍTES E LAZER COMPLETO"
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",300.000,3 Quartos,1 Suíte,102 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1156454,EDIFICIO ANDRESSA C 11 102M² PRIVATIVOS VISTA LIVRE ELEVADOR GARAGEM 03 QUARTOS SENDO 01 SUÍTE TAGUA
"Quadra C 5, TAGUATINGA CENTRO, TAGUATINGA",228.000,3 Quartos,,85 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-5-962579,"APARTAMENTO 3 QUARTOS, VARANDA, NASCENTE À VENDA NA C 5 TAGUATINGA NORTE"
"CNB 9, TAGUATINGA NORTE, TAGUATINGA",1.690.000,3 Quartos,3 Suítes,270 m²,4 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-9-1086629,EXCELENTE OPORTUNIDADE!!!
"CSG 3, TAGUATINGA SUL, TAGUATINGA",660.000,1 Quarto,,100 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1365902,COBERTURA NO TAGUA LIFE COM 1 QUARTO PISCINA E CHURRASQUEIRA PRIVATIVAS COM 1 VAGA DE GARAGEM EM TAG
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",399.000,2 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1216197,CNB 12 RESIDENCIAL ISABELA ACCIOLY GARDEN | APARTAMENTO 2 QUARTOS SENDO 1 SUÍTE COM 1 VAGA DE GARAG
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",310.000,2 Quartos,,80 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1416180,"VENDE-SE | APARTAMENTO 2 QUARTOS, 80M² EM TAGUATINGA NORTE – BRASÍLIA/DF"
"CNB 14 Lote 02, TAGUATINGA NORTE, TAGUATINGA",285.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-02-1406897,TAGUATINGA NORTE 2 QUARTOS 1 VAGA ARMÁRIOS GARAGEM COBERTA SALA AMPLA
"CNB 01 Lote 02, TAGUATINGA NORTE, TAGUATINGA",270.000,2 Quartos,,88 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-01-lote-02-1342476,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",529.000,2 Quartos,1 Suíte,61 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1417212,OPORTUNIDADE DE NEGÓCIO
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",315.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1348123,
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",360.000,3 Quartos,1 Suíte,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1362939,"70M², 2 QUARTOS, DCE, ANDAR ALTO, A 400M DA ESTAÇÃO PRAÇA DO RELÓGIO - R$: 360.000"
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",502.092,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1266756,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",850.000,3 Quartos,1 Suíte,100 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1308520,"100M², 3 QUARTOS, SUÍTE, GARAGEM, LAZER COMPLETO, RES. MARIANA, CSB 10 - R$: 850.000"
"CSB 10, TAGUATINGA SUL, TAGUATINGA",700.000,3 Quartos,1 Suíte,77 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1417259,
"C 05 Lote 12, TAGUATINGA CENTRO, TAGUATINGA",230.000,3 Quartos,,58 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-c-05-lote-12-1161260,QUADRA 5 RESIDENCIAL MÔNACO | APARTAMENTO 3 QUARTOS SALA AMPLA E COZINHA COM ARMÁRIOS - PERTO DO MET
"CSB 6, TAGUATINGA SUL, TAGUATINGA",259.990,2 Quartos,,59 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1419923,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",450.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1323014,
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",425.000,3 Quartos,1 Suíte,93 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnb-5-1114804,
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",380.000,2 Quartos,,71 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1374762,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",330.000,1 Quarto,1 Suíte,36 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1161775,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",320.000,2 Quartos,,45 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1344431,
"QNC 1 Área Especial 21, TAGUATINGA NORTE, TAGUATINGA",525.000,3 Quartos,1 Suíte,85 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-21-1112575,
"QI 10, SETOR INDUSTRIAL, TAGUATINGA",840.000,3 Quartos,3 Suítes,115 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-10-1333891,
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",198.500,2 Quartos,,47 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1411930,
"QNM 34 Conjunto D2, TAGUATINGA NORTE, TAGUATINGA",240.000,1 Quarto,,35 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnm-34-conjunto-d2-1411178,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",530.000,1 Quarto,1 Suíte,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1410536,
"QNL 15 Bloco D, TAGUATINGA NORTE, TAGUATINGA",350.000,2 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-15-bloco-d-1419907,
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",470.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1190996,
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",320.000,3 Quartos,,80 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1402178,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",320.000,3 Quartos,,80 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1355024,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",440.000,3 Quartos,,102 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1410512,
"CNC 2, TAGUATINGA NORTE, TAGUATINGA",340.000,3 Quartos,1 Suíte,155 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnc-2-1380917,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",320.000,2 Quartos,1 Suíte,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1407745,
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",359.000,3 Quartos,1 Suíte,89 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1416482,
"CSB 5, TAGUATINGA SUL, TAGUATINGA",640.000,4 Quartos,1 Suíte,176 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1213563,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",268.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1408923,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",490.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1329135,
"Rodovia DF 240, Km 86 Chácara 45, TAGUATINGA NORTE, TAGUATINGA",365.000,2 Quartos,1 Suíte,75 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-rodovia-df-240-km-86---chacara-45-1328758,
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",338.000,3 Quartos,,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1410533,
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",379.000,3 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1239041,
"QSC 19 Chacará 25 Conjunto A1, TAGUATINGA SUL, TAGUATINGA",2.890.000,12 Quartos,1 Suíte,1600 m²,8 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-qsc-19-chacara-25-conjunto-a1-1088874,
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",570.000,3 Quartos,2 Suítes,147 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1201223,
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",320.000,2 Quartos,1 Suíte,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1354091,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",440.000,3 Quartos,,88 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1213543,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",350.000,1 Quarto,,44 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1141189,
"QSE 7, TAGUATINGA SUL, TAGUATINGA",240.000,3 Quartos,,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qse-7-1419909,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",479.900,3 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1360737,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",550.000,3 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1257450,
"C 10 Lote 02/03, TAGUATINGA CENTRO, TAGUATINGA",278.000,3 Quartos,,62 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-c-10-lote-02-03-1235716,
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",268.000,2 Quartos,,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1354246,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",254.000,2 Quartos,,60 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1372349,
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",699.990,3 Quartos,3 Suítes,84 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-19-1317660,
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",350.000,2 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1328293,
"CNB 13, TAGUATINGA NORTE, TAGUATINGA",309.000,2 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-1352631,
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",350.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1214942,
"CNB 7, TAGUATINGA NORTE, TAGUATINGA",250.000,1 Quarto,,49 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-7-1374984,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",504.000,2 Quartos,1 Suíte,59 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1061334,
"CSA 1, TAGUATINGA SUL, TAGUATINGA",200.000,2 Quartos,,63 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-1-1318985,
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",315.000,1 Quarto,1 Suíte,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnb-5-1180121,
"CSB 8, TAGUATINGA SUL, TAGUATINGA",320.000,2 Quartos,,58 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1161307,
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",420.000,2 Quartos,1 Suíte,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1414827,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",430.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1330202,
"CSB 06 Blocos A AO D LoteS 1/2, TAGUATINGA SUL, TAGUATINGA",480.000,3 Quartos,1 Suíte,88 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-06-blocos-a-ao-d-lotes-1-2-1411287,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",368.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1336901,
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",185.000,1 Quarto,,33 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-setor-hoteleiro-1407747,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",415.000,1 Quarto,,46 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1323794,
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",550.000,2 Quartos,1 Suíte,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1373389,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",548.000,3 Quartos,1 Suíte,70 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1160852,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",545.000,3 Quartos,1 Suíte,67 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1413469,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",300.000,2 Quartos,1 Suíte,45 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1368055,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",750.000,3 Quartos,1 Suíte,94 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1367369,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",370.000,3 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1321420,
"QNL 8 Bloco D, TAGUATINGA NORTE, TAGUATINGA",275.000,2 Quartos,,63 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-bloco-d-1413565,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",319.000,1 Quarto,1 Suíte,37 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1401895,
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",385.000,2 Quartos,1 Suíte,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1397505,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",350.000,2 Quartos,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1419922,
"EQNL 13/15, TAGUATINGA NORTE, TAGUATINGA",98.000,1 Quarto,,39 m²,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnl-13-15-1345973,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",840.000,3 Quartos,2 Suítes,140 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1194155,
"QND 25, TAGUATINGA NORTE, TAGUATINGA",415.000,3 Quartos,,106 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnd-25-1401830,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",310.000,2 Quartos,,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-962757,
"Setor SAGOCA Lote 2 Residencial JK, TAGUATINGA NORTE, TAGUATINGA",390.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-jk-1420818,
"QNL 1 Conjunto C, TAGUATINGA NORTE, TAGUATINGA",337.000,3 Quartos,,76 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-conjunto-c-1280467,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",315.000,1 Quarto,,36 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1375600,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",799.000,3 Quartos,2 Suítes,114 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1413432,
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",510.000,3 Quartos,2 Suítes,81 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1376710,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",720.000,3 Quartos,,110 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1094269,
"QNH 11, TAGUATINGA NORTE, TAGUATINGA",300.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-11-1126891,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",396.990,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1414033,
"CSB 02 Lote 06, TAGUATINGA SUL, TAGUATINGA",395.000,2 Quartos,,47 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-02-lote-06-1350305,
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",340.000,2 Quartos,1 Suíte,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1293790,
"C 02 Lote 19, TAGUATINGA CENTRO, TAGUATINGA",269.990,2 Quartos,,62 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-02-lote-19-1357851,"APARTAMENTO À VENDA COM 2 QUARTOS NO EDIFÍCIO THEODORA - C 2 - TAGUPARTAMENTO DESOCUPADO, 2 QUARTOS"
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1373024,"65M², REFORMADO, 3 QUARTOS, SUÍTE, VARANDA, VISTA LIVRE, ARMÁRIOS - R$ 450.000 - FINANCIA"
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",390.000,2 Quartos,1 Suíte,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-1-1177014,QUADRA C1 | APARTAMENTO COM 2 QUARTOS - SENDO 1 SUÍTE - 1 VAGA - ÁREA DE LAZER - ACEITA FINANCIAMENT
"CSB 6, TAGUATINGA SUL, TAGUATINGA",260.000,2 Quartos,,65 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1268616,"CSB 6, ED. PEDRO GONTIJO, APTO DE 65M², 2 QUARTOS - R$: 260.000 - ACEITA FINANCIAMENTO"
